Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.83 Adverse effects ‐ mean endpoint LUNSERS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,83,,Adverse effects ‐ mean endpoint LUNSERS (high = poor) Show forest plot
1.83.1 < 1 year,1,128,"Mean Difference (IV, Random, 95% CI)","0.00 [‐4.97, 4.97]",Dose reduction versus dose maintenance,1,0.0,-4.97,4.97,1,83,,< 1 year
1.83.2 > 1 year,1,128,"Mean Difference (IV, Random, 95% CI)","2.30 [‐7.76, 12.36]",Dose reduction versus dose maintenance,1,2.3,-7.76,12.36,1,83,,> 1 year
1.84 Adverse effects ‐ mean endpoint UKU (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,84,,Adverse effects ‐ mean endpoint UKU (high = poor) Show forest plot
1.84.1 < 3 months,1,19,"Mean Difference (IV, Random, 95% CI)","‐1.21 [‐8.16, 5.74]",Dose reduction versus dose maintenance,1,-1.21,-8.16,5.74,1,84,,< 3 months
1.84.2 < 6 months,1,19,"Mean Difference (IV, Random, 95% CI)","‐1.08 [‐9.24, 7.08]",Dose reduction versus dose maintenance,1,-1.08,-9.24,7.08,1,84,,< 6 months
1.85 Adverse effects ‐ number of participants with clinically important weight gain (combined time points) Show forest plot,3,883,"Risk Ratio (IV, Random, 95% CI)","0.39 [0.25, 0.61]",Dose reduction versus dose maintenance,1,0.39,0.25,0.61,1,85,,Adverse effects ‐ number of participants with clinically important weight gain (combined time points) Show forest plot
1.86 Adverse effects ‐ number of participants with clinically important weight gain (separated time points) Show forest plot,3,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,86,,Adverse effects ‐ number of participants with clinically important weight gain (separated time points) Show forest plot
1.86.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,86,,< 3 months
1.86.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.39 [0.22, 0.71]",Dose reduction versus dose maintenance,1,0.39,0.22,0.71,1,86,,< 6 months
1.86.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","0.38 [0.18, 0.78]",Dose reduction versus dose maintenance,1,0.38,0.18,0.78,1,86,,< 1 year
"1.87 Adverse effects ‐ mean endpoint/change weight (kg, %, BMI) (combined time points) Show forest plot",8,1175,"Std. Mean Difference (IV, Random, 95% CI)","‐0.22 [‐0.50, 0.06]",Dose reduction versus dose maintenance,1,-0.22,-0.5,0.06,1,87,,"Adverse effects ‐ mean endpoint/change weight (kg, %, BMI) (combined time points) Show forest plot"
1.88 Adverse effects ‐ mean endpoint/change weight (kg) (combined time points) Show forest plot,6,1074,"Mean Difference (IV, Random, 95% CI)","‐0.80 [‐2.14, 0.53]",Dose reduction versus dose maintenance,1,-0.8,-2.14,0.53,1,88,,Adverse effects ‐ mean endpoint/change weight (kg) (combined time points) Show forest plot
1.89 Adverse effects ‐ mean endpoint/change weight (kg) (separated time points) Show forest plot,6,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,89,,Adverse effects ‐ mean endpoint/change weight (kg) (separated time points) Show forest plot
1.89.1 < 3 months,1,18,"Mean Difference (IV, Random, 95% CI)","0.40 [‐1.10, 1.90]",Dose reduction versus dose maintenance,1,0.4,-1.1,1.9,1,89,,< 3 months
1.89.2 < 6 months,3,581,"Mean Difference (IV, Random, 95% CI)","‐1.50 [‐2.71, ‐0.29]",Dose reduction versus dose maintenance,1,-1.5,-2.71,-0.29,1,89,,< 6 months
1.89.3 < 1 year,3,493,"Mean Difference (IV, Random, 95% CI)","‐0.03 [‐2.80, 2.73]",Dose reduction versus dose maintenance,1,-0.03,-2.8,2.73,1,89,,< 1 year
1.90 Adverse effects ‐ mean change weight (kg) Show forest plot,6,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,90,,Adverse effects ‐ mean change weight (kg) Show forest plot
1.90.1 < 3 months,1,18,"Mean Difference (IV, Random, 95% CI)","0.40 [‐1.10, 1.90]",Dose reduction versus dose maintenance,1,0.4,-1.1,1.9,1,90,,< 3 months
1.90.2 < 6 months,3,581,"Mean Difference (IV, Random, 95% CI)","‐1.50 [‐2.71, ‐0.29]",Dose reduction versus dose maintenance,1,-1.5,-2.71,-0.29,1,90,,< 6 months
1.90.3 < 1 year,3,493,"Mean Difference (IV, Random, 95% CI)","‐0.03 [‐2.80, 2.73]",Dose reduction versus dose maintenance,1,-0.03,-2.8,2.73,1,90,,< 1 year
1.91 Adverse effects ‐ mean weight endpoint (kg) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,91,,Adverse effects ‐ mean weight endpoint (kg) Show forest plot
1.91.1 < 3 months,1,19,"Mean Difference (IV, Random, 95% CI)","13.58 [0.62, 26.54]",Dose reduction versus dose maintenance,1,13.58,0.62,26.54,1,91,,< 3 months
1.91.2 < 6 months,1,19,"Mean Difference (IV, Random, 95% CI)","11.52 [‐1.40, 24.45]",Dose reduction versus dose maintenance,1,11.52,-1.4,24.45,1,91,,< 6 months
1.92 Adverse effects ‐ weight change in % from baseline to endpoint Show forest plot,1,26,"Mean Difference (IV, Random, 95% CI)","1.00 [‐0.60, 2.60]",Dose reduction versus dose maintenance,1,1.0,-0.6,2.6,1,92,,Adverse effects ‐ weight change in % from baseline to endpoint Show forest plot
1.93 Adverse effects ‐ mean endpoint BMI (kg/m2) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,93,,Adverse effects ‐ mean endpoint BMI (kg/m2) Show forest plot
1.93.1 < 3 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐2.30 [‐4.66, 0.06]",Dose reduction versus dose maintenance,1,-2.3,-4.66,0.06,1,93,,< 3 months
1.93.2 < 6 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐2.20 [‐4.49, 0.09]",Dose reduction versus dose maintenance,1,-2.2,-4.49,0.09,1,93,,< 6 months
1.93.3 < 1 year,1,75,"Mean Difference (IV, Random, 95% CI)","‐3.20 [‐5.29, ‐1.11]",Dose reduction versus dose maintenance,1,-3.2,-5.29,-1.11,1,93,,< 1 year
1.94 Adverse effects ‐ specific: number of participants that needed antiparkinsonian medication Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,94,,Adverse effects ‐ specific: number of participants that needed antiparkinsonian medication Show forest plot
1.94.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,94,,< 3 months
1.94.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,94,,< 6 months
1.94.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","0.79 [0.48, 1.31]",Dose reduction versus dose maintenance,1,0.79,0.48,1.31,1,94,,< 1 year
1.95 Adverse effects ‐ specific: number of participants with at least 1 extrapyramidal symptom (combined time points) Show forest plot,2,417,"Risk Ratio (IV, Random, 95% CI)","1.06 [0.63, 1.76]",Dose reduction versus dose maintenance,1,1.06,0.63,1.76,1,95,,Adverse effects ‐ specific: number of participants with at least 1 extrapyramidal symptom (combined time points) Show forest plot
1.96 Adverse effects ‐ specific: number of participants with at least 1 extrapyramidal symptom (separated time points) Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,96,,Adverse effects ‐ specific: number of participants with at least 1 extrapyramidal symptom (separated time points) Show forest plot
1.96.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.34, 1.96]",Dose reduction versus dose maintenance,1,0.82,0.34,1.96,1,96,,< 3 months
1.96.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)","1.09 [0.33, 3.66]",Dose reduction versus dose maintenance,1,1.09,0.33,3.66,1,96,,< 6 months
1.96.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","1.05 [0.60, 1.85]",Dose reduction versus dose maintenance,1,1.05,0.6,1.85,1,96,,< 1 year
1.97 Adverse effects ‐ specific: number of participants with parkinsonism Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,97,,Adverse effects ‐ specific: number of participants with parkinsonism Show forest plot
1.97.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)","0.75 [0.08, 7.10]",Dose reduction versus dose maintenance,1,0.75,0.08,7.1,1,97,,< 6 months
1.97.2 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","1.29 [0.51, 3.26]",Dose reduction versus dose maintenance,1,1.29,0.51,3.26,1,97,,< 1 year
1.98 Adverse effects ‐ specific: number of participants with rigidity Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,98,,Adverse effects ‐ specific: number of participants with rigidity Show forest plot
1.98.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","2.50 [0.11, 54.87]",Dose reduction versus dose maintenance,1,2.5,0.11,54.87,1,98,,< 3 months
1.98.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","2.50 [0.11, 54.87]",Dose reduction versus dose maintenance,1,2.5,0.11,54.87,1,98,,< 6 months
1.99 Adverse effects ‐ specific: number of participants with tremors Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,99,,Adverse effects ‐ specific: number of participants with tremors Show forest plot
1.99.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.22, 3.11]",Dose reduction versus dose maintenance,1,0.82,0.22,3.11,1,99,,< 3 months
1.99.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.57 [0.14, 2.24]",Dose reduction versus dose maintenance,1,0.57,0.14,2.24,1,99,,< 6 months
1.100 Adverse effects ‐ specific: number of participants with dystonia Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,100,,Adverse effects ‐ specific: number of participants with dystonia Show forest plot
1.100.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","2.50 [0.11, 54.87]",Dose reduction versus dose maintenance,1,2.5,0.11,54.87,1,100,,< 3 months
1.100.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.06, 11.33]",Dose reduction versus dose maintenance,1,0.82,0.06,11.33,1,100,,< 6 months
1.101 Adverse effects ‐ mean endpoint SAS (high = poor) Show forest plot,2,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,101,,Adverse effects ‐ mean endpoint SAS (high = poor) Show forest plot
1.101.1 < 3 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐1.10 [‐2.35, 0.15]",Dose reduction versus dose maintenance,1,-1.1,-2.35,0.15,1,101,,< 3 months
1.101.2 < 6 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐0.80 [‐2.07, 0.47]",Dose reduction versus dose maintenance,1,-0.8,-2.07,0.47,1,101,,< 6 months
1.101.3 < 1 year,2,110,"Mean Difference (IV, Random, 95% CI)","‐0.66 [‐3.79, 2.48]",Dose reduction versus dose maintenance,1,-0.66,-3.79,2.48,1,101,,< 1 year
1.102 Adverse effects ‐ mean change SAS (high = poor) Show forest plot,6,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,102,,Adverse effects ‐ mean change SAS (high = poor) Show forest plot
1.102.1 < 3 months,1,20,"Std. Mean Difference (IV, Random, 95% CI)","‐0.23 [‐1.12, 0.65]",Dose reduction versus dose maintenance,1,-0.23,-1.12,0.65,1,102,,< 3 months
1.102.2 < 6 months,2,563,"Std. Mean Difference (IV, Random, 95% CI)","‐0.14 [‐0.31, 0.04]",Dose reduction versus dose maintenance,1,-0.14,-0.31,0.04,1,102,,< 6 months
1.102.3 < 1 year,3,763,"Std. Mean Difference (IV, Random, 95% CI)","‐0.03 [‐0.17, 0.12]",Dose reduction versus dose maintenance,1,-0.03,-0.17,0.12,1,102,,< 1 year
1.103 Adverse effects ‐ mean change DIEPSS (high = poor) Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,103,,Adverse effects ‐ mean change DIEPSS (high = poor) Show forest plot
1.103.1 < 1 year,1,61,"Mean Difference (IV, Fixed, 95% CI)","‐1.00 [‐1.74, ‐0.26]",Dose reduction versus dose maintenance,1,-1.0,-1.74,-0.26,1,103,,< 1 year
1.104 Adverse effects ‐ mean endpoint MPRC parkinsonian scale (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,104,,Adverse effects ‐ mean endpoint MPRC parkinsonian scale (high = poor) Show forest plot
1.104.1 < 6 months,1,50,"Mean Difference (IV, Random, 95% CI)","0.70 [‐0.66, 2.06]",Dose reduction versus dose maintenance,1,0.7,-0.66,2.06,1,104,,< 6 months
1.104.2 < 1 year,1,50,"Mean Difference (IV, Random, 95% CI)","‐0.20 [‐1.56, 1.16]",Dose reduction versus dose maintenance,1,-0.2,-1.56,1.16,1,104,,< 1 year
"1.105 Adverse effects ‐ mean endpoint/change EPS scales (SAS, DIEPSS, MPRC parkinsonian) (high = poor) (combined time points) Show forest plot",9,1532,"Std. Mean Difference (IV, Random, 95% CI)","‐0.17 [‐0.32, ‐0.03]",Dose reduction versus dose maintenance,1,-0.17,-0.32,-0.03,1,105,,"Adverse effects ‐ mean endpoint/change EPS scales (SAS, DIEPSS, MPRC parkinsonian) (high = poor) (combined time points) Show forest plot"
"1.106 Adverse effects ‐ mean endpoint/change EPS scales (SAS, DIEPSS, MPRC parkinsonian) (high = poor) (separated time points) Show forest plot",9,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,106,,"Adverse effects ‐ mean endpoint/change EPS scales (SAS, DIEPSS, MPRC parkinsonian) (high = poor) (separated time points) Show forest plot"
1.106.1 < 3 months,2,95,"Std. Mean Difference (IV, Random, 95% CI)","‐0.36 [‐0.77, 0.04]",Dose reduction versus dose maintenance,1,-0.36,-0.77,0.04,1,106,,< 3 months
1.106.2 < 6 months,4,688,"Std. Mean Difference (IV, Random, 95% CI)","‐0.12 [‐0.28, 0.04]",Dose reduction versus dose maintenance,1,-0.12,-0.28,0.04,1,106,,< 6 months
1.106.3 < 1 year,6,949,"Std. Mean Difference (IV, Random, 95% CI)","‐0.22 [‐0.46, 0.01]",Dose reduction versus dose maintenance,1,-0.22,-0.46,0.01,1,106,,< 1 year
1.107 Adverse effects ‐ specific: number of participants with akathisia (combined time points) Show forest plot,3,883,"Risk Ratio (IV, Random, 95% CI)","1.07 [0.55, 2.09]",Dose reduction versus dose maintenance,1,1.07,0.55,2.09,1,107,,Adverse effects ‐ specific: number of participants with akathisia (combined time points) Show forest plot
1.108 Adverse effects ‐ specific: number of participants with akathisia (separated time points) Show forest plot,3,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,108,,Adverse effects ‐ specific: number of participants with akathisia (separated time points) Show forest plot
1.108.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","1.23 [0.26, 5.82]",Dose reduction versus dose maintenance,1,1.23,0.26,5.82,1,108,,< 3 months
1.108.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.42 [0.07, 2.54]",Dose reduction versus dose maintenance,1,0.42,0.07,2.54,1,108,,< 6 months
1.108.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","1.24 [0.60, 2.55]",Dose reduction versus dose maintenance,1,1.24,0.6,2.55,1,108,,< 1 year
1.109 Adverse effects ‐ mean endpoint BARS (high = poor) Show forest plot,1,35,"Mean Difference (IV, Fixed, 95% CI)","0.10 [0.00, 0.20]",Dose reduction versus dose maintenance,1,0.1,0.0,0.2,1,109,,Adverse effects ‐ mean endpoint BARS (high = poor) Show forest plot
1.109.1 < 1 year,1,35,"Mean Difference (IV, Fixed, 95% CI)","0.10 [0.00, 0.20]",Dose reduction versus dose maintenance,1,0.1,0.0,0.2,1,109,,< 1 year
1.110 Adverse effects ‐ mean change BARS (high = poor) Show forest plot,4,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,110,,Adverse effects ‐ mean change BARS (high = poor) Show forest plot
1.110.1 < 6 months,2,563,"Std. Mean Difference (IV, Random, 95% CI)","‐0.03 [‐0.20, 0.15]",Dose reduction versus dose maintenance,1,-0.03,-0.2,0.15,1,110,,< 6 months
1.110.2 < 1 year,2,423,"Std. Mean Difference (IV, Random, 95% CI)","‐0.35 [‐1.08, 0.39]",Dose reduction versus dose maintenance,1,-0.35,-1.08,0.39,1,110,,< 1 year
1.111 Adverse effects ‐ mean endpoint/change BARS (high = poor) (separated and combined time points) Show forest plot,4,986,"Std. Mean Difference (IV, Random, 95% CI)","‐0.08 [‐0.26, 0.11]",Dose reduction versus dose maintenance,1,-0.08,-0.26,0.11,1,111,,Adverse effects ‐ mean endpoint/change BARS (high = poor) (separated and combined time points) Show forest plot
1.111.1 < 6 months,2,563,"Std. Mean Difference (IV, Random, 95% CI)","‐0.03 [‐0.20, 0.15]",Dose reduction versus dose maintenance,1,-0.03,-0.2,0.15,1,111,,< 6 months
1.111.2 < 1 year,2,423,"Std. Mean Difference (IV, Random, 95% CI)","‐0.35 [‐1.08, 0.39]",Dose reduction versus dose maintenance,1,-0.35,-1.08,0.39,1,111,,< 1 year
1.112 Adverse effects ‐ specific: number of participants with dyskinesia (including tardive dyskinesia) (combined time points) Show forest plot,4,630,"Risk Ratio (IV, Random, 95% CI)","0.83 [0.02, 38.90]",Dose reduction versus dose maintenance,1,0.83,0.02,38.9,1,112,,Adverse effects ‐ specific: number of participants with dyskinesia (including tardive dyskinesia) (combined time points) Show forest plot
1.113 Adverse effects ‐ specific: number of participants with dyskinesia (including tardive dyskinesia) (separated time points) Show forest plot,4,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,113,,Adverse effects ‐ specific: number of participants with dyskinesia (including tardive dyskinesia) (separated time points) Show forest plot
1.113.1 < 3 months,2,38,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.06, 11.33]",Dose reduction versus dose maintenance,1,0.82,0.06,11.33,1,113,,< 3 months
1.113.2 < 6 months,3,504,"Risk Ratio (IV, Random, 95% CI)","5.83 [0.34, 100.03]",Dose reduction versus dose maintenance,1,5.83,0.34,100.03,1,113,,< 6 months
1.113.3 < 1 year,2,144,"Risk Ratio (IV, Random, 95% CI)","0.11 [0.01, 2.09]",Dose reduction versus dose maintenance,1,0.11,0.01,2.09,1,113,,< 1 year
1.114 Adverse effects ‐ mean endpoint AIMS (high = poor) Show forest plot,4,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,114,,Adverse effects ‐ mean endpoint AIMS (high = poor) Show forest plot
1.114.1 < 3 months,3,105,"Mean Difference (IV, Random, 95% CI)","‐0.26 [‐0.69, 0.18]",Dose reduction versus dose maintenance,1,-0.26,-0.69,0.18,1,114,,< 3 months
1.114.2 < 6 months,3,105,"Mean Difference (IV, Random, 95% CI)","‐0.27 [‐0.71, 0.16]",Dose reduction versus dose maintenance,1,-0.27,-0.71,0.16,1,114,,< 6 months
1.114.3 < 1 year,2,94,"Mean Difference (IV, Random, 95% CI)","‐0.24 [‐2.26, 1.78]",Dose reduction versus dose maintenance,1,-0.24,-2.26,1.78,1,114,,< 1 year
1.115 Adverse effects ‐ mean change AIMS (high = poor) Show forest plot,5,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,115,,Adverse effects ‐ mean change AIMS (high = poor) Show forest plot
1.115.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","0.36 [‐1.51, 2.23]",Dose reduction versus dose maintenance,1,0.36,-1.51,2.23,1,115,,< 3 months
1.115.2 < 6 months,3,583,"Mean Difference (IV, Random, 95% CI)","0.09 [‐0.17, 0.35]",Dose reduction versus dose maintenance,1,0.09,-0.17,0.35,1,115,,< 6 months
1.115.3 < 1 year,2,423,"Mean Difference (IV, Random, 95% CI)","‐0.34 [‐1.23, 0.54]",Dose reduction versus dose maintenance,1,-0.34,-1.23,0.54,1,115,,< 1 year
1.116 Adverse effects ‐ mean endpoint MPRC dyskinesia scale (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,116,,Adverse effects ‐ mean endpoint MPRC dyskinesia scale (high = poor) Show forest plot
1.116.1 < 6 months,1,50,"Mean Difference (IV, Random, 95% CI)","1.30 [‐2.59, 5.19]",Dose reduction versus dose maintenance,1,1.3,-2.59,5.19,1,116,,< 6 months
1.116.2 < 12 months,1,50,"Mean Difference (IV, Random, 95% CI)","2.30 [‐1.59, 6.19]",Dose reduction versus dose maintenance,1,2.3,-1.59,6.19,1,116,,< 12 months
1.117 Adverse effects ‐ specific: mean endpoint abbreviated RTDRS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,117,,Adverse effects ‐ specific: mean endpoint abbreviated RTDRS (high = poor) Show forest plot
1.117.1 < 3 months,1,21,"Mean Difference (IV, Random, 95% CI)","‐4.80 [‐10.51, 0.91]",Dose reduction versus dose maintenance,1,-4.8,-10.51,0.91,1,117,,< 3 months
1.117.2 < 6 months,1,21,"Mean Difference (IV, Random, 95% CI)","‐3.10 [‐8.81, 2.61]",Dose reduction versus dose maintenance,1,-3.1,-8.81,2.61,1,117,,< 6 months
"1.118 Adverse effects ‐ mean endpoint/change dyskinesia scales (AIMS, MRCP dyskinesia, RTDRS) (high = poor) (combined time points) Show forest plot",9,1162,"Std. Mean Difference (IV, Random, 95% CI)","‐0.01 [‐0.16, 0.14]",Dose reduction versus dose maintenance,1,-0.01,-0.16,0.14,1,118,,"Adverse effects ‐ mean endpoint/change dyskinesia scales (AIMS, MRCP dyskinesia, RTDRS) (high = poor) (combined time points) Show forest plot"
"1.119 Adverse effects ‐ mean endpoint/change dyskinesia scales (AIMS, MRCP dyskinesia, RTDRS) (high = poor) (separated time points) Show forest plot",9,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,119,,"Adverse effects ‐ mean endpoint/change dyskinesia scales (AIMS, MRCP dyskinesia, RTDRS) (high = poor) (separated time points) Show forest plot"
1.119.1 < 3 months,4,126,"Std. Mean Difference (IV, Random, 95% CI)","‐0.21 [‐0.57, 0.16]",Dose reduction versus dose maintenance,1,-0.21,-0.57,0.16,1,119,,< 3 months
1.119.2 < 6 months,7,739,"Std. Mean Difference (IV, Random, 95% CI)","0.02 [‐0.13, 0.17]",Dose reduction versus dose maintenance,1,0.02,-0.13,0.17,1,119,,< 6 months
1.119.3 < 1 year,4,532,"Std. Mean Difference (IV, Random, 95% CI)","‐0.06 [‐0.37, 0.25]",Dose reduction versus dose maintenance,1,-0.06,-0.37,0.25,1,119,,< 1 year
1.120 Adverse effects ‐ specific: number of participants with QTc prolongation Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,120,,Adverse effects ‐ specific: number of participants with QTc prolongation Show forest plot
1.120.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)","2.24 [0.14, 35.50]",Dose reduction versus dose maintenance,1,2.24,0.14,35.5,1,120,,< 6 months
1.120.2 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,120,,< 1 year
1.121 Adverse effects ‐ mean change QTc interval (milliseconds) Show forest plot,3,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,121,,Adverse effects ‐ mean change QTc interval (milliseconds) Show forest plot
1.121.1 < 6 months,1,463,"Mean Difference (IV, Random, 95% CI)","‐0.03 [‐2.80, 2.74]",Dose reduction versus dose maintenance,1,-0.03,-2.8,2.74,1,121,,< 6 months
1.121.2 < 1 year,2,81,"Mean Difference (IV, Random, 95% CI)","4.13 [‐1.89, 10.15]",Dose reduction versus dose maintenance,1,4.13,-1.89,10.15,1,121,,< 1 year
1.122 Adverse effects ‐ specific: number of participants with arrhythmia Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,122,,Adverse effects ‐ specific: number of participants with arrhythmia Show forest plot
1.122.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)","0.74 [0.03, 18.12]",Dose reduction versus dose maintenance,1,0.74,0.03,18.12,1,122,,< 6 months
1.123 Adverse effects ‐ specific: number of participants with hypotension Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,123,,Adverse effects ‐ specific: number of participants with hypotension Show forest plot
1.123.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)","4.47 [0.41, 48.92]",Dose reduction versus dose maintenance,1,4.47,0.41,48.92,1,123,,< 6 months
1.124 Adverse effects ‐ specific: number of participants with bradycardia Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,124,,Adverse effects ‐ specific: number of participants with bradycardia Show forest plot
1.124.1 < 6 months,1,466,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,124,,< 6 months
1.125 Adverse effects ‐ specific: number of participants with tachycardia Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,125,,Adverse effects ‐ specific: number of participants with tachycardia Show forest plot
1.125.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","0.82 [0.06, 11.33]",Dose reduction versus dose maintenance,1,0.82,0.06,11.33,1,125,,< 3 months
1.125.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","1.09 [0.25, 4.79]",Dose reduction versus dose maintenance,1,1.09,0.25,4.79,1,125,,< 6 months
1.126 Adverse effects ‐ specific: number of participants with dizziness Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,126,,Adverse effects ‐ specific: number of participants with dizziness Show forest plot
1.126.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)","1.64 [0.18, 15.26]",Dose reduction versus dose maintenance,1,1.64,0.18,15.26,1,126,,< 3 months
1.126.2 < 6 months,2,486,"Risk Ratio (IV, Random, 95% CI)","0.94 [0.36, 2.46]",Dose reduction versus dose maintenance,1,0.94,0.36,2.46,1,126,,< 6 months
1.127 Adverse effects ‐ specific: number of participants with increased prolactin Show forest plot,2,,"Risk Ratio (IV, Fixed, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,127,,Adverse effects ‐ specific: number of participants with increased prolactin Show forest plot
